priority,score,company_name,phone,phone_normalized,website,facebook,source,signals
A,8,ბალავარი,+995595426868,+995595426868,http://www.balavari.ge,,bia.ge,website_live; multi_source; 7_phones; has_mobile; has_landline
A,8,ბალავარი,+995558163261,+995558163261,http://www.balavari.ge,,bia.ge,website_live; multi_source; 7_phones; has_mobile; has_landline
A,8,ბალავარი,+995595857737,+995595857737,http://www.balavari.ge,,bia.ge,website_live; multi_source; 7_phones; has_mobile; has_landline
A,8,ას ჯორჯია,274 04 04,+995322740404,http://www.asgeorgia.ge,,yell.ge,website_live; multi_source; 2_phones; has_mobile; has_landline
A,8,ას ჯორჯია,+995598021111,+995598021111,http://www.asgeorgia.ge,,bia.ge,website_live; multi_source; 2_phones; has_mobile; has_landline
A,8,დაიმონდ პროჯექტს,219 52 52,+995322195252,http://www.diamond-projects.ge,,yell.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,დაიმონდ პროჯექტს,(591) 47 14 71,+995591471471,http://www.diamond-projects.ge,,yell.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,დაიმონდ პროჯექტს,+995599030393,+995599030393,http://www.diamond-projects.ge,,bia.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,დაიმონდ პროჯექტს,+995591707873,+995591707873,http://www.diamond-projects.ge,,bia.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,აზიმუტი,221 11 10,+995322211110,http://www.azimuti.ge,,yell.ge,website_live; multi_source; 2_phones; has_mobile; has_landline
A,8,აზიმუტი,+995577411414,+995577411414,http://www.azimuti.ge,,bia.ge,website_live; multi_source; 2_phones; has_mobile; has_landline
A,8,ქ გრუპი,242 16 61,+995322421661,https://www.qgroup.ge,,yell.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,ქ გრუპი,(593) 93 15 15,+995593931515,https://www.qgroup.ge,,yell.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,ქ გრუპი,(577) 26 55 75,+995577265575,https://www.qgroup.ge,,yell.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,ქ გრუპი,+995577774184,+995577774184,https://www.qgroup.ge,,bia.ge,website_live; multi_source; 4_phones; has_mobile; has_landline
A,8,დომუს ჯგუფი,223 25 23,+995322232523,http://www.domusi.com,,yell.ge,website_live; multi_source; 3_phones; has_mobile; has_landline
A,8,დომუს ჯგუფი,223 28 29,+995322232829,http://www.domusi.com,,yell.ge,website_live; multi_source; 3_phones; has_mobile; has_landline
A,8,დომუს ჯგუფი,+995595932222,+995595932222,http://www.domusi.com,,bia.ge,website_live; multi_source; 3_phones; has_mobile; has_landline
A,8,ბათუმი დეველოპმენტ ალიანსი,+995591444787,+995591444787,,https://www.facebook.com/elitmsheni.ge,bia.ge,has_facebook; fb_posted_recently; fb_2485_likes; has_mobile
A,8,იქს ლაინ,+995577793999,+995577793999,,https://www.facebook.com/xlinedevelopment/?ref=page_internal,bia.ge,has_facebook; fb_posted_recently; 2_phones; has_mobile
A,8,იქს ლაინ,+995557946764,+995557946764,,https://www.facebook.com/xlinedevelopment/?ref=page_internal,bia.ge,has_facebook; fb_posted_recently; 2_phones; has_mobile
A,8,სერვის ნეტ გრუპი,+995322381212,+995322381212,,https://www.facebook.com/Service-Net-Group-სერვის-ნეტ-გრუპი-1618564671740221/,bia.ge,has_facebook; fb_posted_recently; fb_1708_likes; has_landline
A,7,ექს სითი,(557) 97 97 77,+995557979777,http://www.excity.ge,,yell.ge,website_live; multi_source; 2_phones; has_mobile
A,7,ექს სითი,+995593601201,+995593601201,http://www.excity.ge,,bia.ge,website_live; multi_source; 2_phones; has_mobile
A,7,სინერჯი ქონსთრაქშინ,(577) 98 01 27,+995577980127,https://www.syncons.eu,,yell.ge,website_live; multi_source; 2_phones; has_mobile
A,7,სინერჯი ქონსთრაქშინ,+995577340178,+995577340178,https://www.syncons.eu,,bia.ge,website_live; multi_source; 2_phones; has_mobile
A,7,ბილდინგ ჰაუს,(593) 32 08 02,+995593320802,http://www.buildinghouse.ge,https://www.facebook.com/LtdbuildingHouse,yell.ge,website_dead; has_facebook; fb_posted_this_year; fb_12406_likes; multi_source; 2_phones; has_mobile
A,7,ბილდინგ ჰაუს,+995574060274,+995574060274,http://www.buildinghouse.ge,https://www.facebook.com/LtdbuildingHouse,bia.ge,website_dead; has_facebook; fb_posted_this_year; fb_12406_likes; multi_source; 2_phones; has_mobile
A,7,ინდეკო სი ემ,(595) 999 516,+995595999516,https://indeco.ge,,yell.ge,website_live; multi_source; 2_phones; has_mobile
A,7,ინდეკო სი ემ,+995598420747,+995598420747,https://indeco.ge,,bia.ge,website_live; multi_source; 2_phones; has_mobile
A,7,კიკეთის სამშენებლო კომპანია,(595) 54 23 18,+995595542318,,https://www.facebook.com/კიკეთის-სამშენებლო-კომპანია-164716500587122,yell.ge,has_facebook; fb_posted_this_year; fb_1582_likes; 2_phones; has_mobile
A,7,კიკეთის სამშენებლო კომპანია,(558) 36 08 70,+995558360870,,https://www.facebook.com/კიკეთის-სამშენებლო-კომპანია-164716500587122,yell.ge,has_facebook; fb_posted_this_year; fb_1582_likes; 2_phones; has_mobile
A,6,იმპოსტი,224 04 24,+995322240424,http://www.imposti.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,იმპოსტი,(571) 205 305,+995571205305,http://www.imposti.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,მონოლით ჯგუფი,230 99 77,+995322309977,https://monolith.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,მონოლით ჯგუფი,(595) 99 77 00,+995595997700,https://monolith.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,არკონი,218 21 88,+995322182188,http://arcon.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,არკონი,(597) 92 51 92,+995597925192,http://arcon.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,მირა,032 235 60 01,+995322356001,https://www.mira.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,მირა,(598) 35 60 01,+995598356001,https://www.mira.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ისანი ბილდინგი,270 85 70,+995322708570,http://www.isanibuilding.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ისანი ბილდინგი,(591) 29 19 92,+995591291992,http://www.isanibuilding.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ისანი ბილდინგი,(597) 55 55 33,+995597555533,http://www.isanibuilding.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,კ ჯგუფი,(599) 806 807,+995599806807,https://www.kgroup.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,კ ჯგუფი,(555) 14 40 64,+995555144064,https://www.kgroup.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,კ ჯგუფი,204 30 30,+995322043030,https://www.kgroup.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,სპეცკომფორტი,2 110 310,+995322110310,http://www.speckomforti.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,სპეცკომფორტი,(598)  928 928,+995598928928,http://www.speckomforti.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,სოლო დეველოპმენტი,231 77 75,+995322317775,http://www.solodevelopment.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,სოლო დეველოპმენტი,(599) 100 774,+995599100774,http://www.solodevelopment.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,გრინჰილ რეზიდენსი,2 191 191,+995322191191,http://www.greenhill.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,გრინჰილ რეზიდენსი,(598) 901 901,+995598901901,http://www.greenhill.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,აიდისი,(599) 50 38 15,+995599503815,http://www.idc.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,აიდისი,221 00 50,+995322210050,http://www.idc.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,აიდისი,221 00 48,+995322210048,http://www.idc.ge,,yell.ge,website_live; 3_phones; has_mobile; has_landline
A,6,იუნიქს დეველოპმენტი,032 2 05 16 16,+995322051616,https://house.ge/,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,იუნიქს დეველოპმენტი,(574) 54 88 88,+995574548888,https://house.ge/,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,პრაიმ ბეტონი,222 48 70,+995322224870,https://primeconcrete.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,პრაიმ ბეტონი,(598) 818 818,+995598818818,https://primeconcrete.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ელემენტ კონსტრაქშენი,237 47 37,+995322374737,http://www.ec.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ელემენტ კონსტრაქშენი,(533) 333 352,+995533333352,http://www.ec.ge,,yell.ge,website_live; 2_phones; has_mobile; has_landline
A,6,დონა გრუპ,+995322320099,+995322320099,http://www.dona.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,დონა გრუპ,+995595544040,+995595544040,http://www.dona.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,სამშენებლო კომპანია აპექს დეველოპმენტი,+995555035555,+995555035555,http://www.apexd.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,სამშენებლო კომპანია აპექს დეველოპმენტი,+995322555055(115),+995322555055,http://www.apexd.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,სამშენებლო კომპანია აპექს დეველოპმენტი,+995555045555,+995555045555,http://www.apexd.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ანაგი დეველოპმენტი 1,+995322318318,+995322318318,https://ad.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ანაგი დეველოპმენტი 1,+995577318318,+995577318318,https://ad.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ლგ გრუპი,+995571855522,+995571855522,http://www.lggroup.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ლგ გრუპი,+995571568844,+995571568844,http://www.lggroup.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ლგ გრუპი,+995322500080,+995322500080,http://www.lggroup.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ქრიათივ იმფრეშენს კავკასუს,+995591092222,+995591092222,http://www.cic.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ქრიათივ იმფრეშენს კავკასუს,+995422225144,+995422225144,http://www.cic.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ენენ ჯგუფი,+995599258822,+995599258822,http://www.newhouse.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ენენ ჯგუფი,+995322306888,+995322306888,http://www.newhouse.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,კანო,+995341293444,+995341293444,http://www.kano.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,კანო,+995577475433,+995577475433,http://www.kano.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,რუმბოქსი,+995551831177,+995551831177,https://roombox.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,რუმბოქსი,+995322831177,+995322831177,https://roombox.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,სოლუმ დეველოპმენტი,+995322121111,+995322121111,http://www.solum.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,სოლუმ დეველოპმენტი,+995514221122,+995514221122,http://www.solum.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ბაუმ კონსთრაქშენ,+995322141110,+995322141110,http://www.block.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ბაუმ კონსთრაქშენ,+995577141100,+995577141100,http://www.block.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ორიონ ჯგუფი,+995322372222,+995322372222,https://www.oriongroup.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ორიონ ჯგუფი,+995595372222,+995595372222,https://www.oriongroup.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,აზერტუნელი–ს ფილიალი საქართველოში,+995322430110,+995322430110,http://www.azertunel.com/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,აზერტუნელი–ს ფილიალი საქართველოში,+995579218314,+995579218314,http://www.azertunel.com/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,გუმბათი ჯგუფი,+995322838281,+995322838281,http://www.gumbatigroup.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,გუმბათი ჯგუფი,+995555100100,+995555100100,http://www.gumbatigroup.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,მზიური დეველოპმენტ,+995593755050,+995593755050,https://mziuridevelopment.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,მზიური დეველოპმენტ,+995593765050,+995593765050,https://mziuridevelopment.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,მზიური დეველოპმენტ,+995322043434,+995322043434,https://mziuridevelopment.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ას კონსტრაქშენ,+995 32 2471144,+995322471144,http://www.asgeorgia.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ას კონსტრაქშენ,+995 591 801199,+995591801199,http://www.asgeorgia.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,დიეს ვაით ლაინი,+995422231111,+995422231111,http://www.dsg.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,დიეს ვაით ლაინი,+995596771111,+995596771111,http://www.dsg.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,დიეს ვაით ლაინი,+995596881111,+995596881111,http://www.dsg.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ლისი ტოპოგრაფ მენეჯმენტი,+995500502202,+995500502202,https://www.lisitopograph.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ლისი ტოპოგრაფ მენეჯმენტი,+995322502202,+995322502202,https://www.lisitopograph.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,რუფ დეველოპერი,+995322307007,+995322307007,https://www.roofdevelopment.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,რუფ დეველოპერი,+995591544445,+995591544445,https://www.roofdevelopment.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,გრადა,+995596406406,+995596406406,https://www.grada.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,გრადა,+995322407407,+995322407407,https://www.grada.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,ნოსტრა,+995599501084,+995599501084,https://nostra.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ნოსტრა,+995322159797,+995322159797,https://nostra.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,ნოსტრა,+995592107107,+995592107107,https://nostra.ge/,,bia.ge,website_live; 3_phones; has_mobile; has_landline
A,6,Technical Solution,+995322314080,+995322314080,http://www.technicalsolution.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,Technical Solution,+995577783232,+995577783232,http://www.technicalsolution.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,დეკა დეველოპმენტ,+995575000100,+995575000100,https://dekadevelopment.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,დეკა დეველოპმენტ,+995322222212,+995322222212,https://dekadevelopment.ge/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,აა3,+995599475511,+995599475511,https://ocean.ge/ka/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,აა3,+995322227711,+995322227711,https://ocean.ge/ka/,,bia.ge,website_live; 2_phones; has_mobile; has_landline
A,6,მეგა სითი,+995557848800,+995557848800,,https://www.facebook.com/megacitybatumi,bia.ge,has_facebook; fb_posted_this_year; fb_2601_likes; has_mobile
A,6,ემ. ეს. ჯი. 7,+995599170277,+995599170277,,https://www.facebook.com/msg.gori,bia.ge,has_facebook; fb_posted_this_year; fb_2355_likes; has_mobile
A,6,ლუჩო,+995599216363,+995599216363,,https://www.facebook.com/Gabi-House-%E1%83%92%E1%83%90%E1%83%91%E1%83%98-%E1%83%B0%E1%83%90%E1%83%A3%E1%83%A1%E1%83%98-143490069593339/,bia.ge,has_facebook; fb_posted_this_year; fb_3219_likes; has_mobile
A,6,ტოპლაინ სისაიდ,+995577121921,+995577121921,,https://www.facebook.com/toplineShekvetili,bia.ge,has_facebook; fb_posted_this_year; fb_9197_likes; has_mobile
A,5,ჰაუსლაინი,(595) 60 00 05,+995595600005,http://www.houseline.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ჰაუსლაინი,(592) 52 26 26,+995592522626,http://www.houseline.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,სამშენებლო კომპანია - ბარი დეველოპმენტი,(595) 40 70 90,+995595407090,http://www.bari.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,სამშენებლო კომპანია - ბარი დეველოპმენტი,(593) 46 99 50,+995593469950,http://www.bari.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,დაგი,238 08 55,+995322380855,http://www.dagi.ge,,yell.ge,website_live; 2_phones; has_landline
A,5,დაგი,238 26 55,+995322382655,http://www.dagi.ge,,yell.ge,website_live; 2_phones; has_landline
A,5,იუ ბი სი,+995 595 51 91 05,+995595519105,https://www.ubc.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,იუ ბი სი,+995 599 23 69 09,+995599236909,https://www.ubc.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,გალაქსი კონსტრაქშენ,(599) 244 664,+995599244664,http://www.galaxygroup.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,გალაქსი კონსტრაქშენ,(596) 24 00 00,+995596240000,http://www.galaxygroup.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ვერტიკალ გრუპი,(577) 13 32 00,+995577133200,https://vgroup.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ვერტიკალ გრუპი,(577) 77 72 55,+995577777255,https://vgroup.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ეკობინა,(599) 58 58 17,+995599585817,http://www.ecobina.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ეკობინა,(514) 605 605,+995514605605,http://www.ecobina.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ზმკ - ZMK,2 309 200,+995322309200,http://www.zmk.ge,,yell.ge,website_live; 2_phones; has_landline
A,5,ზმკ - ZMK,2 38 58 53,+995322385853,http://www.zmk.ge,,yell.ge,website_live; 2_phones; has_landline
A,5,გოდოლი,(593) 37 67 32,+995593376732,http://www.godoli.ge,,yell.ge,website_live; 3_phones; has_mobile
A,5,გოდოლი,(577) 74 54 01,+995577745401,http://www.godoli.ge,,yell.ge,website_live; 3_phones; has_mobile
A,5,გოდოლი,(577) 78 10 05,+995577781005,http://www.godoli.ge,,yell.ge,website_live; 3_phones; has_mobile
A,5,ნდს მშენებლობა,(599) 51 92 52,+995599519252,http://www.ndcconstruction.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ნდს მშენებლობა,(555) 76 07 70,+995555760770,http://www.ndcconstruction.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ინ-სი,221 31 95,+995322213195,http://www.insi.ge,,yell.ge,website_live; 2_phones; has_landline
A,5,ინ-სი,221 31 94,+995322213194,http://www.insi.ge,,yell.ge,website_live; 2_phones; has_landline
A,5,ბლექ სი გრუპი,220 74 74,+995322207474,http://www.bsg.com.ge,,yell.ge,website_live; 3_phones; has_landline
A,5,ბლექ სი გრუპი,220 74 75,+995322207475,http://www.bsg.com.ge,,yell.ge,website_live; 3_phones; has_landline
A,5,ბლექ სი გრუპი,220 74 20,+995322207420,http://www.bsg.com.ge,,yell.ge,website_live; 3_phones; has_landline
A,5,სამშენებლო ლაბორატორია,(577) 65 03 62,+995577650362,http://www.loc.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,სამშენებლო ლაბორატორია,(551) 51 52 52,+995551515252,http://www.loc.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ბიჰაუსი,(599) 38 40 10,+995599384010,https://bhouse.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,ბიჰაუსი,(595) 40 04 04,+995595400404,https://bhouse.ge,,yell.ge,website_live; 2_phones; has_mobile
A,5,M B G. LTD,+995592121132,+995592121132,https://www.mb.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,M B G. LTD,+995571553236,+995571553236,https://www.mb.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,არქ–დეკო,+995599511751,+995599511751,http://www.archdeco.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,არქ–დეკო,+995555551158,+995555551158,http://www.archdeco.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,ბათმშენი,+995557304040,+995557304040,http://www.intouristresidence.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,ბათმშენი,+995558304040,+995558304040,http://www.intouristresidence.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,გზა,+995422221111,+995422221111,http://www.gza.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,გზა,+995422224444,+995422224444,http://www.gza.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,გრინლაიფ – Greenlife,+995322432576,+995322432576,http://www.greenlife.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,გრინლაიფ – Greenlife,+995322500250,+995322500250,http://www.greenlife.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,კალციტი,+995599562532,+995599562532,https://www.caltsiti.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,კალციტი,+995595335013,+995595335013,https://www.caltsiti.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,მარდი,+995598342574,+995598342574,http://www.mardiltd.weebly.com/,,bia.ge,website_live; 2_phones; has_mobile
A,5,მარდი,+995599484811,+995599484811,http://www.mardiltd.weebly.com/,,bia.ge,website_live; 2_phones; has_mobile
A,5,ნუროლ ინშაათ ვე თიჯარეთის წარმომადგენლობა საქართველოში,+995422229000,+995422229000,http://www.sheraton.com/batumi,,bia.ge,website_live; 2_phones; has_landline
A,5,ნუროლ ინშაათ ვე თიჯარეთის წარმომადგენლობა საქართველოში,+995422229022,+995422229022,http://www.sheraton.com/batumi,,bia.ge,website_live; 2_phones; has_landline
A,5,პრიმერა გოლფ ენდ რეზიდენც,+995599999904,+995599999904,https://www.primeragolf.com/,,bia.ge,website_live; 2_phones; has_mobile
A,5,პრიმერა გოლფ ენდ რეზიდენც,+995577402402,+995577402402,https://www.primeragolf.com/,,bia.ge,website_live; 2_phones; has_mobile
A,5,იქსორი წერეთელზე,+995599618888,+995599618888,http://www.x2.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,იქსორი წერეთელზე,+995599873333,+995599873333,http://www.x2.ge/,,bia.ge,website_live; 2_phones; has_mobile
A,5,კალატოზი,+995593187272,+995593187272,https://www.kalatozi.com/,,bia.ge,website_live; 2_phones; has_mobile
A,5,კალატოზი,+995558047047,+995558047047,https://www.kalatozi.com/,,bia.ge,website_live; 2_phones; has_mobile
A,5,კომპანია რეზიდ ჰოლდინგ ჯიემბიეიჩ–ის ფილიალი საქართველოში რეზიდ–თბილისი,+995322001818,+995322001818,https://kdr.ge/,,bia.ge,website_live; 4_phones; has_landline
A,5,კომპანია რეზიდ ჰოლდინგ ჯიემბიეიჩ–ის ფილიალი საქართველოში რეზიდ–თბილისი,+995322001718,+995322001718,https://kdr.ge/,,bia.ge,website_live; 4_phones; has_landline
A,5,კომპანია რეზიდ ჰოლდინგ ჯიემბიეიჩ–ის ფილიალი საქართველოში რეზიდ–თბილისი,+995322001744,+995322001744,https://kdr.ge/,,bia.ge,website_live; 4_phones; has_landline
A,5,კომპანია რეზიდ ჰოლდინგ ჯიემბიეიჩ–ის ფილიალი საქართველოში რეზიდ–თბილისი,+995322250909,+995322250909,https://kdr.ge/,,bia.ge,website_live; 4_phones; has_landline
A,5,კონსოლი,+995322197878,+995322197878,http://www.console.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,კონსოლი,+995322302621,+995322302621,http://www.console.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,მიქსორი,+995322656705,+995322656705,https://www.mixori.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,მიქსორი,+995322656730,+995322656730,https://www.mixori.ge/,,bia.ge,website_live; 2_phones; has_landline
A,5,ოცნების სახლი,+995555151414,+995555151414,https://www.dhouse.ge/,,bia.ge,website_live; 2_phones; has_mobile
